,long,lat,unique_squirrel_id,hectare,shift,date,hectare_squirrel_number,age,primary_fur_color,highlight_fur_color,combination_of_primary_and_highlight_color,color_notes,location,above_ground_sighter_measurement,specific_location,running,chasing,climbing,eating,foraging,other_activities,kuks,quaas,moans,tail_flags,tail_twitches,approaches,indifferent,runs_from,other_interactions,lat_long,zip_codes,community_districts,borough_boundaries,city_council_districts,police_precincts
35,-12,40.7810666805133,20D-AM-1007-01,20D,AM,10072018,1,Adult,Gray,NA,Gray+,too far to note 30',Ground Plane,FALSE,NA,TRUE,FALSE,TRUE,TRUE,FALSE,a lot of activity,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9672127283283 40.7810666805133),NA,19,4,19,13
36,-73.9688070760806,40.7779688294172,16E-AM-1014-06,16E,AM,10142018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,NA,FALSE,FALSE,TRUE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9688070760806 40.777968829417205),NA,19,4,19,13
37,-73.9593244415072,40.794964729747,36C-PM-1013-03,36C,PM,10132018,3,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,Clearing near bike path (bikes active),FALSE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,POINT (-73.9593244415072 40.794964729747),NA,19,4,19,13
38,-73.9758128509653,40.7715946097064,7C-PM-1020-03,07C,PM,10202018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Above Ground,5,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9758128509653 40.7715946097064),NA,19,4,19,13
39,-73.9796985410897,40.7678612835067,1B-AM-1012-01,01B,AM,10122018,1,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9796985410897 40.7678612835067),NA,19,4,19,13
40,-73.978844141973,40.7696046074378,4B-AM-1010-05,04B,AM,10102018,5,Adult,Cinnamon,Gray,Cinnamon+Gray,NA,Above Ground,10,NA,FALSE,TRUE,FALSE,FALSE,FALSE,chasing squirrel #6,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,POINT (-73.978844141973 40.7696046074378),NA,19,4,19,13
41,-73.9757216124349,40.7754310239649,11A-PM-1013-05,11A,PM,10132018,5,Adult,Cinnamon,Gray,Cinnamon+Gray,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,digging,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,POINT (-73.9757216124349 40.7754310239649),NA,19,4,19,13
42,-73.9636027664439,40.790075966587,30B-PM-1019-01,30B,PM,10192018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,POINT (-73.9636027664439 40.790075966587),NA,19,4,19,13
43,-73.9580111056675,40.7854339401483,27I-PM-1020-02,27I,PM,10202018,2,Adult,Gray,White,Gray+White,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9580111056675 40.7854339401483),NA,19,4,19,13
44,-73.9639801411692,40.7778921302618,18I-PM-1007-04,18I,PM,10072018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,walking sitting up,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9639801411692 40.7778921302618),NA,19,4,19,13
45,-73.9696001184129,40.7820810673532,19B-PM-1018-05,19B,PM,10182018,5,Juvenile,Gray,"Cinnamon, White","Gray+Cinnamon, White","Gray, Cinnamon & White selected as Primary. Gray & White selected as Highlights. Made executive adjustments.",Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9696001184129 40.7820810673532),NA,19,4,19,13
46,-73.9719729323923,40.7668318394546,4I-AM-1006-03,04I,AM,10062018,3,Adult,NA,NA,+,Can't tell :(,Above Ground,28,Tree,FALSE,FALSE,TRUE,FALSE,FALSE,building nest!,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9719729323923 40.7668318394546),NA,19,4,19,13
47,-73.963846339804,40.7834051716226,23F-AM-1018-01,23F,AM,10182018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,NA,Above Ground,30,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.963846339804 40.7834051716226),NA,19,4,19,13
48,-73.9712327308512,40.7748702909218,12E-PM-1018-06,12E,PM,10182018,6,Juvenile,Cinnamon,NA,Cinnamon+,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,POINT (-73.9712327308512 40.7748702909218),NA,19,4,19,13
49,-73.980919134781,40.7683772453336,1A-PM-1014-06,01A,PM,10142018,6,Juvenile,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.980919134781 40.7683772453336),NA,19,4,19,13
50,-73.9604576237503,40.7818120101394,23I-PM-1019-01,23I,PM,10192018,1,Adult,Gray,NA,Gray+,NA,Above Ground,35,NA,TRUE,FALSE,FALSE,FALSE,FALSE,running (across branches),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9604576237503 40.7818120101394),NA,19,4,19,13
51,-73.9733905460282,40.7656337147768,2H-PM-1006-03,02H,PM,10062018,3,Adult,Black,NA,Black+,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9733905460282 40.7656337147768),NA,19,4,19,13
52,-73.9646597452128,40.7827698220703,22F-AM-1007-07,22F,AM,10072018,7,Juvenile,Cinnamon,Gray,Cinnamon+Gray,NA,Above Ground,3,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,alert & aware,POINT (-73.9646597452128 40.7827698220703),NA,19,4,19,13
53,-73.9782603348665,40.7705790257951,5B-PM-1013-06,05B,PM,10132018,6,Adult,Gray,NA,Gray+,NA,Above Ground,5,NA,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9782603348665 40.7705790257951),NA,19,4,19,13
54,-73.9590992841423,40.793758098573,35D-PM-1013-09,35D,PM,10132018,9,Adult,Gray,White,Gray+White,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9590992841423 40.793758098573),NA,19,4,19,13
55,-73.9745953710328,40.7728284025195,8D-AM-1007-07,08D,AM,10072018,7,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9745953710328 40.7728284025195),NA,19,4,19,13
56,-73.9685201626934,40.783329261225,21B-AM-1019-05,21B,AM,10192018,5,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9685201626934 40.783329261225),NA,19,4,19,13
57,-73.9702348982803,45,15D-PM-1017-01,15D,PM,10172018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9702348982803 40.7773295419104),NA,19,4,19,13
58,-73.9756573579063,40.7656644063024,1G-PM-1010-01,01G,PM,10102018,1,Adult,Gray,White,Gray+White,NA,Above Ground,15,NA,FALSE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,too busy eating in his tree,POINT (-73.9756573579063 40.7656644063024),NA,19,4,19,13
59,-73.9619070229674,40.79525566925,35A-AM-1014-05,35A,AM,10142018,5,Juvenile,Gray,White,Gray+White,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9619070229674 40.79525566925),NA,19,4,19,13
60,-73.965394655961,40.7763136791661,15I-PM-1012-05,15I,PM,10122018,5,Adult,Gray,NA,Gray+,NA,Above Ground,2,NA,TRUE,FALSE,TRUE,FALSE,TRUE,burying the food on ground,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,look at us and continue hiding the food,POINT (-73.965394655961 40.7763136791661),NA,19,4,19,13
61,-73.9639159298446,40.7891774637988,29C-AM-1007-06,29C,AM,10072018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9639159298446 40.7891774637988),NA,19,4,19,13
62,-73.9657958433575,40.7763496875058,15H-AM-1013-01,15H,AM,10132018,1,Adult,Gray,White,Gray+White,NA,Above Ground,50,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9657958433575 40.7763496875058),NA,19,4,19,13
63,-73.9791536183194,40.7672705931866,1C-PM-1013-03,01C,PM,10132018,3,Adult,Cinnamon,White,Cinnamon+White,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9791536183194 40.7672705931866),NA,19,4,19,13
64,-73.9540616660191,40.7951556603245,38G-PM-1020-10,38G,PM,10202018,10,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9540616660191 40.7951556603245),NA,19,4,19,13
65,-73.9751625910271,40.7671023412885,3F-AM-1006-02,03F,AM,10062018,2,Adult,Gray,White,Gray+White,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,POINT (-73.9751625910271 40.7671023412885),NA,19,4,19,13
66,-73.9711120079542,40.7760801911766,13D-PM-1018-14,13D,PM,10182018,14,Adult,Cinnamon,Gray,Cinnamon+Gray,NA,Ground Plane,FALSE,NA,TRUE,FALSE,TRUE,FALSE,FALSE,climbing (down),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9711120079542 40.7760801911766),NA,19,4,19,13
67,-73.9541056052047,40.7939863923231,37G-PM-1007-06,37G,PM,10072018,6,Adult,Gray+Cinnamon,NA,Gray+,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9541056052047 40.7939863923231),NA,19,4,19,13
68,-73.9550131837533,40.7958617258176,39E-PM-1013-02,39E,PM,10132018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,Gray tail & butt,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,POINT (-73.9550131837533 40.7958617258176),NA,19,4,19,13
69,-73.9772239251936,40.7731716665766,8A-AM-1013-05,08A,AM,10132018,5,Adult,Cinnamon,Gray,Cinnamon+Gray,NA,Above Ground,20,NA,TRUE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,POINT (-73.9772239251936 40.7731716665766),NA,19,4,19,13
70,-1000,40.7937125788106,38I-PM-1014-01,38I,PM,10142018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",NA,Ground Plane,FALSE,on the lawn East of the fountain,FALSE,FALSE,FALSE,FALSE,FALSE,scampering thru the grass!,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,POINT (-73.9525699067954 40.7937125788106),NA,19,4,19,13
71,-73.9768617690725,40.7741877060705,9A-PM-1010-03,09A,PM,10102018,3,NA,Gray,White,Gray+White,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,froze - standing on hind legs for ~10 seconds then scampered off,POINT (-73.97686176907251 40.7741877060705),NA,19,4,19,13
72,-73.9556817958407,40.788852000621,32I-AM-1013-02,32I,AM,10132018,2,Juvenile,Gray,Cinnamon,Gray+Cinnamon,NA,Above Ground,15,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,watching me from tree - curious,POINT (-73.9556817958407 40.788852000621),NA,19,4,19,13
73,-73.9662895079734,40.7843300758044,23C-AM-1019-01,23C,AM,10192018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White","Gray & Cinnamon selected as Primary. Gray, Cinnamon & White selected as Highlights. Made executive adjustments.",Above Ground,7,NA,FALSE,FALSE,TRUE,TRUE,FALSE,eating (on branch),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9662895079734 40.7843300758044),NA,19,4,19,13
74,-73.9500167570283,40.7966185836685,41I-AM-1018-01,41I,AM,10182018,1,Juvenile,Cinnamon,Gray,Cinnamon+Gray,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"cautious,observant,runs off",POINT (-73.9500167570283 40.7966185836685),NA,19,4,19,13
75,-73.9696802053043,40.7816057406125,19B-PM-1018-03,19B,PM,10182018,3,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",Gray & Cinnamon selected as Primary. Gray & White selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9696802053043 40.7816057406125),NA,19,4,19,13
76,-73.9597418366664,40.7964417084985,37B-PM-1013-05,37B,PM,10132018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9597418366664 40.7964417084985),NA,19,4,19,13
77,-73.9541201789795,40.7931811701082,36H-AM-1010-02,36H,AM,10102018,2,Adult,Gray,NA,Gray+,just outside hectare,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9541201789795 40.7931811701082),NA,19,4,19,13
78,-73.9597192455543,40.7973316178661,38A-AM-1019-03,38A,AM,10192018,3,Adult,Gray,White,Gray+White,White belly,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,stood on back legs,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,POINT (-73.9597192455543 40.7973316178661),NA,19,4,19,13
79,-73.9803562137049,40.7685780990634,2B-AM-1010-02,02B,AM,10102018,2,Juvenile,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9803562137049 40.7685780990634),NA,19,4,19,13
80,-73.9637440847107,40.7891427419372,29C-AM-1007-04,29C,AM,10072018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,POINT (-73.9637440847107 40.7891427419372),NA,19,4,19,13
81,NA,40.7991216713328,41B-PM-1014-02,41B,PM,10142018,2,Adult,Black+Gray,NA,Black+,NA,Above Ground,28,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9579941847434 40.7991216713328),NA,19,4,19,13
82,NA,40.7911914507504,33G-PM-1006-02,33G,PM,10062018,2,Adult,Gray,NA,Gray+,my favorite,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,engaged w/ me,POINT (-73.9569896638974 40.7911914507504),NA,19,4,19,13
83,-73.9774928245781,40.7720464606979,6B-AM-1012-02,06B,AM,10122018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,by bike racks at Tavern on the Green,FALSE,FALSE,FALSE,FALSE,TRUE,"walking,exploring - digging in flower bed",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9774928245781 40.7720464606979),NA,19,4,19,13
84,-73.9679309130266,40.7792437838039,17E-AM-1017-04,17E,AM,10172018,4,Adult,NA,NA,Gray+,NA,Ground Plane,FALSE,Shore,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9679309130266 40.779243783803906),NA,19,4,19,13
85,-73.9686296217893,40.771812308875,10H-AM-1014-02,10H,AM,10142018,2,Juvenile,NA,NA,Cinnamon+,NA,Above Ground,6,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9686296217893 40.771812308875),NA,19,4,19,13
86,-73.9771726831497,40.7732320781799,8A-AM-1013-01,08A,AM,10132018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,trail,TRUE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9771726831497 40.7732320781799),NA,19,4,19,13
87,-73.9695117797648,40.7802675743233,18C-PM-1018-07,18C,PM,10182018,7,NA,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9695117797648 40.780267574323304),NA,19,4,19,13
88,-73.9772810073685,40.7693577540392,4C-PM-1010-03,04C,PM,10102018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,NA,Ground Plane,FALSE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9772810073685 40.7693577540392),NA,19,4,19,13
89,-73.9709244006956,40.7676942639697,5I-AM-1010-02,05I,AM,10102018,2,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9709244006956 40.7676942639697),NA,19,4,19,13
90,-73.9787736280005,40.7676126748454,2C-AM-1010-01,02C,AM,10102018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9787736280005 40.7676126748454),NA,19,4,19,13
91,-73.9716995507598,40.7797671327739,16B-AM-1014-02,16B,AM,10142018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9716995507598 40.7797671327739),NA,19,4,19,13
92,-73.9770985425092,40.7665926744505,1E-AM-1006-04,01E,AM,10062018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9770985425092 40.7665926744505),NA,19,4,19,13
93,-73.9699799501516,40.7736576286234,11F-AM-1013-02,11F,AM,10132018,2,Adult,Gray,NA,Gray+,NA,Above Ground,5,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9699799501516 40.7736576286234),NA,19,4,19,13
94,-73.969756965598,40.7786455091699,16D-PM-1010-02,16D,PM,10102018,2,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.969756965598 40.7786455091699),NA,19,4,19,13
95,-73.9608167300104,40.7954348688268,36A-PM-1013-05,36A,PM,10132018,5,NA,Gray,Cinnamon,Gray+Cinnamon,NA,Ground Plane,FALSE,EDGE OF WOODS,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9608167300104 40.7954348688268),NA,19,4,19,13
96,-73.9641293283734,40.7907654006019,30B-AM-1007-03,30B,AM,10072018,3,Adult,Gray,NA,Gray+,NA,Above Ground,30,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9641293283734 40.7907654006019),NA,19,4,19,13
97,-73.9658203999388,40.7775874026824,17G-PM-1017-01,17G,PM,10172018,1,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,base of tree,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9658203999388 40.7775874026824),NA,19,4,19,13
98,-73.9588714413332,40.7895787115444,31F-PM-1007-03,31F,PM,10072018,3,Adult,Gray,White,Gray+White,white belly,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,POINT (-73.9588714413332 40.7895787115444),NA,19,4,19,13
99,-73.9748367344424,40.7693513000034,5E-PM-1012-06,05E,PM,10122018,6,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",NA,Above Ground,10,oak tree at end of ramp from Chess House,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,POINT (-73.9748367344424 40.7693513000034),NA,19,4,19,13
100,-73.9678154033099,40.7742783484486,12H-PM-1007-01,12H,PM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,NA,Above Ground,10,in tree,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9678154033099 40.7742783484486),NA,19,4,19,13
101,-73.969058856545,40.7766356226979,14F-PM-1012-06,14F,PM,10122018,6,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,POINT (-73.969058856545 40.7766356226979),NA,19,4,19,13
102,-73.9640534906634,40.7777383899836,17I-AM-1014-02,17I,AM,10142018,2,Adult,Cinnamon,White,Cinnamon+White,NA,Ground Plane,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,standing upright,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,runs from (only ran away when a grandpa chased it off),POINT (-73.9640534906634 40.7777383899836),NA,19,4,19,13
103,-73.9730085729495,40.7708933570327,7F-AM-1008-12,07F,AM,10082018,12,Adult,Gray,NA,Gray+,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9730085729495 40.7708933570327),NA,19,4,19,13
104,-73.9730181306326,40.7794601322427,16A-AM-1013-02,16A,AM,10132018,2,Adult,Black,NA,Black+,NA,Above Ground,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,POINT (-73.9730181306326 40.7794601322427),NA,19,4,19,13
105,-73.9671549566066,40.7751342870705,14H-AM-1007-01,14H,AM,10072018,1,Adult,Gray,NA,Gray+,NA,Above Ground,180,top of tree,TRUE,FALSE,FALSE,FALSE,FALSE,jumping between branches,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,POINT (-73.9671549566066 40.7751342870705),NA,19,4,19,13
106,-73.9747592855901,40.7763762870413,12A-PM-1013-01,12A,PM,10132018,1,Adult,Gray,NA,Gray+,But it was kind of dark?,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,POINT (-73.9747592855901 40.7763762870413),NA,19,4,19,13
107,-73.9705409446299,40.7764608087703,14E-PM-1017-03,14E,PM,10172018,3,Adult,Gray,White,Gray+White,NA,Ground Plane,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,POINT (-73.9705409446299 40.7764608087703),NA,19,4,19,13
